,tweets,label
138,"Hasil Pengeluaran CAMBODIA
KAMIS, 6 AGUSTUS 2020
Result : 0253
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/EPSEO3EnpR",Non_R
139,Saya  akan menolak OTSUS di jilid II di Papua  dan anak monyet di Papua.  maka saya akan minta REFERENDUM DI WEST PAPUA BARAT DAN HAK PENENTUAN NASIBNYA SENDIRI DI PAPUA  pic.twitter.com/06x9dC1tWV,Non_R
140,"Hasil Pengeluaran HONGKONG
SENIN, 3 AGUSTUS 2020
Result : 9153
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/MVYzLGHLVQ",Non_R
141,"Hasil Pengeluaran JAPAN
SENIN, 3 AGUSTUS 2020
Result : 4753
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/78OgcpWsdt",Non_R
142,"org indo aja ngebully sesama indo liat tuh kasus mahasiswa papua dikatain monyet aja ga kelar, ribet bgt ngurusin tetangga",Non_R
143,"Hasil Pengeluaran SINGAPORE
MINGGU, 2 AGUSTUS 2020
Result : 0629
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/eqrXJedj5N",Non_R
144,"#Monyet

Agustus Bulan #Rasisme Terhada Bangsa West Papua.",Non_R
145,"Hasil Pengeluaran CAMBODIA
KAMIS, 30 Juli 2020
Result : 4841
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/Mg07seEfND",Non_R
146,"Hasil Pengeluaran CAMBODIA
RABU, 29 Juli 2020
Result : 7289
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/mXENNbaOG1",Non_R
147,"Seperti yg terjadi di surabaya, mahasiswa papua di usir dan di katai monyet apa itu tidak termasuk rasis",R
148,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",Non_R
149,"Kecil saya tinggal di Papua biasa ledek2an panggil hitam, monyet, atau Jawa loyo,lembek gak ada masalah
Coba sekarang, bisa tikam2an 
Baperan dimana-mana 🤪",Non_R
150,"Ente kok diam orang yg hina orang papua..
Ngehina Natalius pigai dgn sebutan monyet",Non_R
151,"Memang Indonesia Ini Sudah Buta Akan Nurani,
Orang Papua Di Bilang Monyet Tersinggung,
Bahkan Saya Yg Bukan Papua Aja Mengecam Dan Tersinggung.
Orang Jawa Dibilang Jongos Malah Ngebelain Orang Yg Merendahkan 😆😆
Malah Suku Kalian Dinilai Murahan Ntar,
😆",Non_R
152,"Selamat menyongsong HUT Aliansi Mahasiswa Papua AMP)ke22 Thn.

Tgl 27 Juli 1998 - 27 Juli 2020. 

Engkau di bilang Seperatis,Monyet, Tetapi engkau telah mendidik generasi tersisa West Papua  untuk mencintai Tanah Papua dan Manusia Papua. Hormat diberi Panjang Umur Perlawanan.  pic.twitter.com/mVfq4tZuYH",Non_R
153,"GOBLOK ITU elu, Jamet! Ústad Tengku becanda soal keris menurut lo lebih bahaya dibandingkan menghina org Papua monyet atau ngatain daerah lain miskin sarang teroris kadrun",Non_R
154,"hebat orang Papua, dibilang monyet bisa sabar.
 https://twitter.com/awannmalam/status/1265643328294416390?s=19 …",Non_R
155,"orang jawa asli yang melaporkan orang sumatra yang bicara letak keris orang jawa,
kemana dia kemarin pas orang jawa menyebut orang Papua dengan kata monyet.

KNYL.  https://twitter.com/awannmalam/status/1275393577393111040 …",Non_R
156,sepertinya orang jawa mesti belajar bagaimana bersikap kepada orang Papua yang mereka bilang monyet.,Non_R
157,"Selamat menyongsong HUT Aliansi Mahasiswa Papua AMP)ke22 Thn.

Tgl 27 Juli 1998 - 27 Juli 2020. 

Engkau di bilang Seperatis,Monyet, Tetapi engkau telah mendidik generasi tersisa West Papua  untuk mencintai Tanah Papua dan Manusia Papua. Hormat diberi Panjang Umur Perlawanan.  pic.twitter.com/BadUi1vjbU",Non_R
158,"Kami 57 pastor yang lahir dari mama Papua tidak mau lagi melihat atau mendengar saudara kami dipukul, ditangkap, dikejar-kejar, dipenjarakan, diperkosa, disiksa, dijadikan tahanan dengan tuduhan makar dan dibunuh. Kami juga tidak mau dibilang monyet.    http://disq.us/t/3ql05hp ",Non_R
159,"Kami 57 pastor yang lahir dari mama Papua tidak mau lagi melihat atau mendengar saudara kami dipukul, ditangkap, dikejar-kejar, dipenjarakan, diperkosa, disiksa, dijadikan tahanan dengan tuduhan makar dan dibunuh. Kami juga tidak mau dibilang monyet....  http://disq.us/t/3ql05hp ",Non_R
160,"Dlu inget bgt pas sd di sekolah dibully dibilang monyet, papua, n***o, dll karna kulit gue item dekil. Trs sedih, pulang rumah buru2 dengerin lagu wmyb biar gk sedih lgi. Sedih bgt, tpi jg seneng bgt di awal bisa kenal 1D dari lagunya, bukan dari tampang maupun popularitasnya😌🥺",Non_R
161,"Hasil Pengeluaran HONGKONG
SELASA, 21 Juli 2020
Result : 4353
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/tcXsuTFQew",Non_R
162,"Seperti contoh mas, penangkapan maling yang di interogasi dengan ular, inteogasi kan harus ada sop nya mas gabisa asal interogasi.
Lalu ada lagi kasus ketua bem yang di penjara.
Ada lagi orang papua yang di injak kepalanya lalu di maki monyet. Masih banyak lagi mas setau saya",Non_R
163,"Hasil Pengeluaran SINGAPORE
SENIN, 20 Juli 2020
Result : 3405
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/n4C6oa8w1g",Non_R
164,"Papua Harus Bebas!!!

Papua Harus Merdeka!!!

Jangan ada lagi Orang Papua tertembak mati, seperti monyet..",Non_R
165,"Papua Harus Bebas!!!

Papua Harus Merdeka!!!

Jangan ada lagi Orang Papua tertembak mati, seperti monyet..",Non_R
166,"Kami rakyat monyet di Papua, dengan tegas menolak OTSUS di jilid II. dan kami minta REFERENDUM DI WEST PAPUA BARAT 2020  pic.twitter.com/eLkFBMd35i",Non_R
167,"Hasil Pengeluaran JAPAN
Minggu, 19 Juli 2020
Result : 0365
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/qiNE0QA8Ts",Non_R
168,"Sangat benar rasis sekali, berikan hak menentukan nasib sendiri pada bangsa moyet west papua",Non_R
169,"❤️🦌🕹️RedDeerGames #NintendoSwitch Giveaway!🕹️🦌❤️
Anyone can have a chance to win this AWESOME game prize pack!
#xbox #nintendo #eshop
Complete your entry here ⤵️
 https://gleam.io/5IMd6/nintendo-switch-games-giveaway-reddeergames … pic.twitter.com/Fovi5uX3Cy",Non_R
170,"Mareng papua skrg maluku

Sbnrnya klian mau apa smpe sbut kita monyet kita bkan moyet kita manusia",Non_R
171,#Monyet_Moyet Di Tanah West Papua yang bekerja dalam Birokrasi kolonial Indonesia banyak beri sorotan kepada negara Indonesia terkait isu  #Rasisme di Surabaya. Tetapi isu Pemekaran Provinsi yang di tawarkan oleh Manusia kepada #Moyet  di papua membuat #Moyet_moyet Lupa diri.,Non_R
172,Kenapa orang padang saudaraku yg ngak tau apa spa di bunuh dg sadis sama moyet papua itu.,R
173,Papua moyet..,R
174,Papua moyet..pembunuh sipil.,R
175,"Pada tgl 26 agustus 2019
Bendera Bintang Kejora berkibar di halaman kantor Bupati kabupaten Deiyai..
seluruh papua Demo indonesia goyang..
dengan sebutan moyet kami tdk mau hidup dengan manusia..
PAPUA INGIN BERPISAH DARI NKRI  pic.twitter.com/fYispIX1Ez",Non_R
176,"waktu lu sekolah ga nanya knp orang berasal dari moyet..?
berarti lu dan keluarga keturunan monyet dong...gue mah ogah keturunan monyet..yg diributkan orang papua apa..?? kocag.",R
177,kamu menyatakan bahwa orang moyet sehingat itu rakyat wes papua harus lepas kami kami tidak mau tinggal dengan indonesia meskinpun itu kami  juga tinggal  sendiri pasti papua merdeka,Non_R
178,"Hatas rasisme dikatakan MOYET Terhadap  masyarakat Papua  tidak bisa dimintah mahafkan saja  boss ini harga diri bangsa Papua kulit hitam 
Kami sudah bosang dengan kata mahafkan  kami sudah boss dan kata mahfkan teradam Indonesia dan kata  MOYET ini bukan baru sekali saja",Non_R
179,mahasiswa  papua yg nuntun ilmu di jawa sekitar 1000 org tp org jawa yg cari mkn di tanah papua berjuta2 klu org jawa di tanah papua di usir baru org jawa diam.....hallo mas2 dn mba2 yg katain org papua moyet apa kamu siap menampung keluargamu yg di usir dr tanah papua????,Non_R
180,itu bendera di luar pagar asrama dn mungkin saja org lain yg patahin lalu jatuh ke selokan...bukyi tdk jelas skrg papua sdh rusuh yg bicara moyet aparat bagaimana tindakan dr komendannya anak buah mulutnya tdk bisa di jaga,Non_R
181,"SAYA PAPUA, SAYA BUKAN MOYET.!!  pic.twitter.com/rXm0MiRESn",Non_R
182,"""MONYET"" sesungguhnya adalah mereka yang rakus akan jabatan, mereka yang rakus akan kekuasaan dan Moyet itu adalah para koruptor perampok uang Rakyat, Sadaraku di Papua adalah manusia terhormat, terhinalah siapapun mereka yang telah menghinanya #PapuaAdalahIndonesia",Non_R
183,"Pendekatan secara militeristik untuk meredamkan Rasisme yang di nobatkan oleh sekelompok orang terhadap  rakyat Papua. semakin jelas tindakan arogansi pula Otoriter..Kalau memang demikian Basmi aja para moyet biar  ko pu jiwa itu puas..

Situasi...  https://www.facebook.com/100017825225845/posts/432732413997596/ …",Non_R
184,Penasaran nih siapa sih yg bilang orang Papua kaya moyet ?  pic.twitter.com/FHEUHww46W,Non_R
185,Tolong tangkap juga oknum yg teriak2in moyet itu pak... percuma cari akun kalau oknum2 yg jelas kelihatan wajahnya di video yg menyebar sampai ke papua sana gak di tangkap.,Non_R
186,"Ada yang pake atribut FPI tuh, ngapa bawa² banser. Setau saya banser tidak akan mencaci sesama manusia dengan sebutan moyet, dan dengan teriakan ""bubarkan papua""",Non_R
187,"Setelah mereka kepung dari sekitar pukul 14:00 Wib hingga tengah malam sambil melempari batu kedalam asrama mahasiswa Papua di Jalan Kalasan, No. 10 Surabaya sekelompok ormas dan aparat ini  meneriaki moyet dan…  https://www.instagram.com/p/B1QdN1EgpJ1/?igshid=1jnonvw5e21j …",Non_R
188,"Sdh nyata kerja kerja, merk di hutan yg kamu bilng moyet merk berdoa Supaya pembagungun lancar merata dari sabang samapai papua, bukan macam kau kerja di rumah saja dari pagi sampai mlm hasilnya anak monyet krn itu krmamu  yg sdh fitna orang yg sdh bekerja untuk negara ini dng bk",Non_R
189,"Poin ke 3,,
Apakah 51 persen TDK kebagian ke mereka sehingga mau bikin ulah di Papua?
#cmbertanya.
Ternyata politikus got mainkan perannya.moyet.",Non_R
190,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",Non_R
191,"Papua btl btuh lilin, makax kesini kau moyet kujadikan lilin",R
192,"Negara yg mewadahi orang-orang rasis seperti milisi sipil yg mengatai mahasiswa papua ""moyet"".  http://fb.me/1q9PBPKWg ",Non_R
193,"Negara yg mewadahi orang-orang rasis seperti milisi sipil yg mengatai mahasiswa papua ""moyet"".  http://fb.me/7U1qBXM6H ",Non_R
194,Apa Benar Mahasiswa Papua / Orang Papua Itu Moyet ? '' PErkataan Ormas Di Jog ',Non_R
195,"Seharusnya p Arif ga perlu jwb pertanyaan moyet papua itu, itu sudah Jd misi tvOon",Non_R
196,"Wahaha cakepan mana gua ama dia de ? ""@TnBarbossa: Sih dede gaya mulu!! Idung kaya moyet papua mau lawan kaka gua ""@Vabel",R
197,"Untuk apa punya peralatan militer cangih ,TNI , POlISI keyok ama moyet hutan primitif biyadab di papua.",R
198,"@mandy_date @zipper_zone itu mah moyet di papua sono jga tw .. --""",R
199,siah moyet papua RT @andimanyan @anisa_nr Enya plis deh jngn selingkuh sama bujal oray in,R
200,anak jambrong RT @Natashaglery: anak lutung! RT @Sbrfrhn: moyet bakar! RT @Natashaglery: Monyet lepas! RT @Sbrfrhn ye gajah papua,R
201,moyet bakar! RT @Natashaglery: Monyet lepas! RT @Sbrfrhn: ye gajah papua RT @Natashaglery: Yeee setan alas 凸(¬‿¬)凸 RT Sbrfrhn cebong,R
202,"Mom :knp org papua mukax sm2 smua, sprt monyet | sy :mn ad,1 nenek moyang | mom :sp tau dintr mrk ad kwn dgn moyet |sy : :O ?!^%&/",R
203,Aku kmrn order webcam dari cina. Alhamdulillah aman yg penting sedia disinfektan aka,Non_R
204,"namanya cindo, cina indo",Non_R
205,Cina juga kafir? 🙄,Non_R
206,`kondoms syopi yg dikirim dr luar negeri/cina udah mulai ngirim orderan/masi stop ngirim? kalo udah mulai ngirim barangnya aman dr c word ga atau mending gausa order dulu?,Non_R
207,"😂😂 Na cina

Swa makhwaya swa mina",Non_R
208,siapa mau interact sm gua pake bahasa cina,Non_R
209,ucul jg kaya cina cina,Non_R
210,tersalah masuk lubuk makanan dan gerai2 cina pulak,Non_R
211,"ven, 14 ago 2020 14:00 FP Cina > Super League Grp. A
Jiangsu Suning | 0 - 1 | Shanghai Shenhua
20' | 0 - 1 | Giovanni Andres Moreno

by  http://thelivescoreapp.com ",Non_R
212,yh🙄 klo kaga napas lu pampir cina jdinya,Non_R
213,http://rovosfitness.blogspot.com  breaking news wajo,Non_R
214,Cina pun ada ya abng long ayahanda.ku ingatkan melayu je ada ranking2 ni,Non_R
215,susah baca nama bahasa cina :( meskipun ntar pake nama inggris sih wkwkwkwk,Non_R
216,iyaa maap,Non_R
217,"Dan ketika VK berhasil menyerahkan papua pada majikan cina-nya, ketika imigran cina mengalir deras, penjarahan sejati sebagaimana yg cuma org cina bisa lakukan terjadi, ketika genosida beneran oleh cina pada oap terjadi, saat itu oap akan menyesal mereka pernah mengenal VK...",Non_R
218,"Babak baru risiko Corona? 

New Zealand & Cina sama-sama menduga ada penularan lewat makanan beku import. 

 https://on.ft.com/2Y11EWT  pic.twitter.com/mB0gAKKtIk",Non_R
219,"Majlis Bandaraya Seremban pun dah edar notis kepada peniaga Melayu supaya robohkan bangunan tambahan kedai di Senawang. Betul, peniaga tersebut salah dan baru berniaga sedangkan peniaga cina dah berkurun berniaga letak barang2 penuh di koridor premis tak pernah diambil tindakan.",Non_R
220,ternyata bahasa Cina dari cakue/cakwe adalah youtiao,Non_R
221,"sakit tak terasa, mikirin lukanya mingguan",Non_R
222,cina bukit ka,Non_R
223,Cina,Non_R
224,Sastra cina???? Keren banget woy,Non_R
225,jadi lilin aja,Non_R
226,"Kahkahkah.

Patut la cina tak beli property kat kelantan.

Kalau ikutkan.
Boleh je depa masuk set up mall besar besar. 
Sure ada buyer. 

Tp xda.. patut lah.  Ahahaha.",Non_R
227,Rasuah. melayu dan Rasuah berpisah tiada. Cina dan Rasuah tak huluq tak cina lah...,Non_R
228,Wahai pujangga cina.,Non_R
229,sebuah damage dari cakaran sepupu. kenapa pas muka 😭,Non_R
230,gue untung gapernah nanya u org cina apa bkn wkwkwk,Non_R
231,cina babi azmir lee ni kalau aku jumpa depan2 pecah ni,R
232,"Melayu jual tanah satu isu lain tok.

Yg saya tanya soalan ni..
Knp parti cina yg mati matian lawan rasuah  tak lawan  biz haram yg masyarakat depa jalankan?

Itu persoalannya 

Ni bukan sebab saya rasis .
Saya tanya legit questions rasanya.",Non_R
233,Bokef cina,Non_R
234,"Tengok cerita cina, tapi tak focus pun... Macam faham je apa org tu kata 😂😂😂",Non_R
235,Pedagang Cina berjualan kain di Semarang 1913...Sepertinya memang sejak dulu tradisinya berdagang...  pic.twitter.com/ASV9PuhFJ0,Non_R
236,sebelah kanan kirain majalah bisnis dr cina gt,Non_R
237,"Kawasan Karst Maros-Pangkep seluas ± 40.000 Ha merupakan kawasan karst terluas dan terindah kedua di dunia setelah Cina,",Non_R
238,"Negara sekelas Cina, UEA sama USA juga punya hutang tuh 🤔",Non_R
239,"Maksudnya Indonesia cepat maju bila ikuti paham komunis cina gitu ya pak Luhut?
Pantesan Islam sengaja dituduh radikal biar KOMUNIS dominasi kehidupan rakyat indonesia.
Dasar kakek Gila.

 Luhut Singgung Paham Komunisme Berhasil Tekan Kemiskinan di China  http://share.babe.news/s/vcYrmmpQvR ",R
240,"Lagi nonton Street Food Asia yg episode Ho Chi Minh City, Vietnam nih. Vietnam dapet perpaduan culture dari Cina, Prancis, & Amerika. Seru banget, pengen kesana 🥺🥺🥺",Non_R
241,"Pokoknya selama ada kata CINA pasti heboh, apapun faktanya. Heuheuheu.",Non_R
242,wkakwka,Non_R
243,umbel apaan-_-,Non_R
244,"manhwa komik korea, manhua cina",Non_R
245,Iya juga sih ... Kebanyakan bacotnya US Ama Cina,R
246,Try manhua cina pulak haha bnyk yg best2,Non_R
247,"CAPEK BANGET, TAPI AKU SUKA GIMANA DONG😭",Non_R
248,"Jual pun.. buyer nya ada duit tok.
Sb cina tau melayu jual tanah lah depa cari duit  by any means necessary..

Depa tau itu saja cara depa tak kena halau. Tak kena pijak.

Kalau depa niaga cara halal...depa pun  sama macam kita..
Adil.

Tak adil lah niaga buat duit haram.",Non_R
249,menangisi segala kelakuan huang renjun malam ini pic.twitter.com/uFgdL0PbVU,Non_R
250,tktau laa tokey cina tu buat sbb apa . mula2 gp lain pstu bts 🥴 padahai bkn laku pun bdk2 tk tikam pun natang haram nie,R
251,"Teman kantor: Mba, aku lagi ngga ngikutin kpop group mana-mana nih sekarang.
Aku: kenapa?
Teman: kayanya ngga seseru dulu.
Aku: (berjiwa mlm) ayo suka artis cina aja :)",Non_R
252,Komputer cina mana kuat... kena virus lagi... kwkwkw...,Non_R
253,"*di mall 
👩: cici silahkan boleh masuk liat2 dulu 
👧🏻: emang kek cina yaa gw(sambil lanjut jalan)  https://twitter.com/yourlovelysins/status/1294105029733806081 … pic.twitter.com/amOZpedun8",Non_R
254,"Kalau di Cina, anak bininya juga ditembak mati, untung saja hidup dia di Indonesia.",Non_R
255,Kasian yang Cina islam.  https://twitter.com/yourlovelysins/status/1294105029733806081 …,Non_R
256,Emang cina ga ada yg islam,Non_R
257,"Uhuy bandung geulis ini teh? Nggak tau atuh, tulisannya kaya tulisan cina tapi enak tau, muka jadi dingin.",Non_R
258,MKSUTTT? UDAH JUN HIKS AK LEMAH BGT INI MUK PINGSAN AJALAH😭😭 pic.twitter.com/ErjEpvb057,Non_R
259,"gue tau mksdnya, dan hrs mnta bantuan org cina lagi buat login. Repot bgt 😭",Non_R
260,biasa a berkelana ke negeri cina😎,Non_R
261,Org melayu asik jual tanah je. Yg luas jd semakin sempit. Klu cina boleh beli tanah di kelantan ni dah lama habis tanah hakmilik melayu,Non_R
262,Majapahit runtuh krn cina apakah nkri jg akan runtuh oleh cina ? Kita rehat sejenak,R
263,Negara mana yg Percaya Rezim ini &Negara mana yg mau investasi di RI? Kecual China debt trap  ..Rezim Penguasa yg Makmur...Rakyat terjajah&Negara dijual  https://twitter.com/aka_abzhary/status/1294147093959860224 …,R
264,#🌐 #BabyPanda #NL #name FOR BABYPANDA #‼️ 20.000 #people🌐 #MAILED #NewName #Panda #Baby #🗽 in #ZOO #TheNetherlands #🇺🇳 #❤️ #555 #🇨🇳 #🏳️‍🌈 #🇪🇺 #🇺🇸 #🇹🇷 #🇨🇭 #redcross #belarus🗽 #🎂 #iran #PowerToThePeople #Asia #India #can #aus #China #un #eu #Animals #WNF #UNICEF #RedCross #🍀 🌿 pic.twitter.com/ftUVztYIjE,Non_R
265,"wuwu baby cheese 😚 #태민아_솔로데뷔6주년_축하해
#Ace6thAnniversary
#태민
#TAEMIN
#テミン https://twitter.com/taemlover/status/1294151641872994304 …",Non_R
266,Enak tapi aku lagi kena virus china..aku bisa menulari aku ingin sembuh tapi aku gak mau..karena susternya cantik2 dan perhatian..hidup ini indah klo diperhatikan..tapi sakit..susah juga hidup,Non_R
267,Terus artis china itu kaya punya tukang foto sendiri 🤣 di setiap acara bisa kaya foto untuk majalah ganbarnya,Non_R
268,"ga terlalu, kebanyakan drama china disitu",Non_R
269,"lumayan kaget sebenernya waktu tau biaya bimbel sbm di int*n ada yang range 16 jutaan? lumayan juga ya, bisa beli honda beat itu (maaf w china jadi cuan adalah nomor satu)",Non_R
270,Dia msh menghamba dgn org2  china msh dpt duit.,Non_R
271,"Yeeesss✅🏆✅🏆
#FreePicks #SenseiSam
#China 🇨🇳
Jiangsu Suning FC
🆚
Shanghai Shenhua
✅✅✅✅✅✅✅
🧨 Under 3 🧨
✅✅✅✅✅✅✅
Retweet & Like 🏆🏆
🟨🟨😎😎😎😎🟨🟨
#Soccer #SoccerPicks #Btc
@JiangsuSuningFC
@shanghaishenhua #bettingpicks pic.twitter.com/H6T9XK9aMe",Non_R
272,"9.
 Ibu membuat baso, biasanya si baso nya ini dikirim smpai ke denmark, lalu negara tersebut mengirimnya ke oman, srilanka, dan afrika, biasnya mereka menyimpannya di keranjang china agar tidak basi",Non_R
273,"Kisah Disebalik Tembok Besar China 🇨🇳

Pernah terdengar sebuah kisah legenda tntg seorg wanita tangiskan kematian suaminya yg terkorban ketika pmbinaan tembok besar China ? 🥺

Percaya tak sbnrnya tembok besar China merupakan kubur jutaan manusia ? 😱
 https://youtu.be/yEdg8lNFNCc  pic.twitter.com/sHpDXdfRS1",Non_R
274,MATCHDAY 5 / Chinese Super League (Group A in Dalian): Jiangsu Suning 江苏苏宁 vs. Shanghai Greenland Shenhua 上海绿地申花 0:1 (0:1) - 0:1 Giovanni Moreno (20.)! #CSL2020 #g2csports #goal2china,Non_R
275,ibu aku nonton drama china dibilang korea😭😭😭,Non_R
276,"ini orang, sudah macam menteri nya si Xi jinnping china aja",Non_R
277,"Live 

China 
Jiangsu suning Over 1.5❌❌🥵

Live 

China 
Jiangsu suning TT over 0.5❌❌🥵",Non_R
278,No wonder lah kalau negara china maju!  https://twitter.com/iffgone/status/1294123033670512641 …,Non_R
279,Si opung gak bisa bedakan China Diaspora dah turun temurun di sini dgn China Komumis  https://twitter.com/tifsembiring/status/1294226968209104897 …,R
280,Kok saya kebayang Kaisar China ya...?,Non_R
281,"No India
No Pakistan 
No China 
Inshallah Independent State of Jammu Kashmir 
#UNTakeControlJK
#JKPressFreedomDay",R
282,Apki party to Bengaluru pe bhi nahn bol payi China ki baat karte ho,Non_R
283,"Srinagar 
Saudia Ka Udhar Kia Chukta China Se Udhar Lekar 
Palle Nai Dhela, Kardi Mela Mela 🤣  pic.twitter.com/H44ykxScZv",Non_R
284,yuk follow caramencinta lagunya siapa yg paling banyak di hp lo?,Non_R
285,"Asa hayang ng'drama china deui iyeu th...
Hunting ah~",Non_R
286,Kok saya kebayang kaisar China ya....?🤔🤔,Non_R
287,YA KAN DI CHINA ANJINX,Non_R
288,🔫🥦🥬 @ Taiyuan (Shanxi) China  https://www.instagram.com/p/CD30SnShc_X/?igshid=a6uirgirzuar …,Non_R
289,"China waktu itu mng msh di jajah Jepang dn dlm pergolakan dlm negeri yg dahsyat, dr kekaisaran menjadi Republik. China secara Negara msh terkotak kotak, ya kita maklumi saja. Namun China skrg sngat agresif, sm dg tipikal Pasukan2 dulu, agresif dn bengis. Ekonomi mereka besar skrg",Non_R
290,Kya kha India China pak ki phar rha hai ... sahi hai njoying it randiaaaa 😝😂,Non_R
291,"Realita apa, realita negara ini sudah ngak berdaya? Negara lain investasi  di negeri ini tidak semua rakyatnya diangkut kesini buat TKA, negara lain juga berlaku sama klo mau investasi di negara tersebut yang di utamakan tenaga lokal, bukan semua bawa, lah China semua diangkut",R
292,"Shukar hai hmari izzat to hai waha pe, America ne apko apki aukaad dikha di saudi ke pass apka bajwa jayega 16 ko apni izzat leke.
Bharat matavke beto ne kbhi apne desh ki betiya nai bechi china ko😉  pic.twitter.com/2kQexOCaxX",Non_R
293,Bujank china ganteng amat c  pic.twitter.com/LfInuZNFrQ,Non_R
294,Inke paas Rafaal ki technology k santh china k fighter plane ki  http://tech.ki  bhi jaankari h.Soch rha hun bnd media dekhkar hi fighter pilot ban jaun.,Non_R
295,Ponsel cerdas buatan Uganda dapat digunakan untuk mengukur suhu tubuh&membantu mendeteksi potensi gejala #Covid_19 . Simi Mobile milik China berharap dapat bekerja sama dengan Kementerian Kesehatan Uganda untuk memasok ponsel ke semua negara Afrika Timur.  https://bebas.kompas.id/baca/video/2020/08/14/ponsel-pintar-pengukur-suhu-tubuh-dari-uganda/?utm_source=medsos_twitter_kompasdata&utm_medium=link …,Non_R
296,Ama oye mela tweet la scnd pic andha padam dhan ...great wall katturadhuku munna irndha china epdi ore land agudhu great wall kattura vara katirpanga,Non_R
297,Shikenan sai a aika mu China,Non_R
298,"ISLAM mau diNUSANTARAkan
tapi TENAGA KERJA mau di CHINA kan

🤣🤣🤣",R
299,Intelijen Indonesia om Gatot 🤔 terperangkap dg knowledge 🐉 9 LippoGate JamesR agenCMI CCP xiJinping .. Indonesia terperangkap strategi China is Civilization 😂😂  https://twitter.com/Ghea_Jhana/status/1293614777437007872 …,Non_R
300,"Ternyata bener ya, docmart made in thailand paling bagus dibanding buatan china atau vietnam.  pic.twitter.com/aHSO93gLtp",Non_R
301,"emanggg 11 12 lah mereka, makanya itu pretty anteng2 aja ditinggal balik ke china 🤣",Non_R
302,[Hoax] Presiden Jokowi Barter Vaksin Covid-19 dengan Lahan untuk Pabrik China  https://www.detax.org/issue/8m2  via @DetaxId,Non_R
303,"Jo Pakistaniz yaha khudki Gaand Marwane aye hai na.
Bc tumhare liye ye msg hai. Padho bc.
China ki maa toh chodhne hich waley hai.
Bc tumhare bhi gaand me Bomb dalke khadda khodke chodhenge.
Ajate ho khudi maa chudwane bc😡🔥🖕
#CKMKB
#PKMKB
🖕",Non_R
304,RUU cipta kerja menguntungkan China.. tenaga kerja China jumlah  ratusan ribu tenaga kerja serbu Indonesia sedangkan kita semua nganggur.,Non_R
305,Tq master nim... Best😭😭💜💜💜💜💜🙏🙏🙏🙏🙏,Non_R
306,"8.

 Barang itu made in china, tapi dikemas dan dikirim ke indonesia, nigeria, garut, georgia, chad bahkan ke azkaban, afrika, dan teluk uganda.

yeah ini dapat membuat kalian agak stress😁",Non_R
307,"PEPE ESCOBAR: The India-China, Himalayan Puzzle – Consortiumnews#Usa200MilitaryBasesW/Pacific  https://consortiumnews.com/2020/06/25/pepe-escobar-the-india-china-himalayan-puzzle/ …",Non_R
308,"Iyapp,ngak sih di solo dari china ex smrookies",Non_R
309,Lp cn Ro y benji☺,Non_R
310,"Indian media: Indian Jawans Defeated PLA at gulwan and ladaakh . Indian Wins

Google Map: O Bhnchoodo yea Map ma to China finger 1 tak bunkers bana kr betha hy

Gandou google map bhi change krlo😂😂😂😂😂😂

Ladaakh bacha bs ab",Non_R
